Chr	gene_symbol	tissue	fold_change	p_value	regulation	detecting_method	pubMed_ID
17	FAM106C	skin	1.4	6.02E-04	UP	RNA-Seq	28068941
-	FAM156B_dup1	skin	-2.28	1.19E-03	DOWN	RNA-Seq	28068941
3	FAM162A	skin	-0.58	1.57E-03	DOWN	RNA-Seq	28068941
9	FAM166A	skin	-0.78	7.28E-05	DOWN	RNA-Seq	28068941
2	FAM171B	skin	0.58	1.83E-03	UP	RNA-Seq	28068941
5	FAM174A	skin	-0.58	1.84E-03	DOWN	RNA-Seq	28068941
10	FAM25A	skin	-1.3	4.31E-11	DOWN	RNA-Seq	28068941
3	FAM43A	skin	-0.58	1.78E-03	DOWN	RNA-Seq	28068941
6	FAM50B	skin	-0.69	1.38E-03	DOWN	RNA-Seq	28068941
1	FAM5B	skin	1.05	1.41E-04	UP	RNA-Seq	28068941
9	FAM69B	skin	-0.72	2.98E-04	DOWN	RNA-Seq	28068941
9	FAM73B	skin	-0.91	2.28E-05	DOWN	RNA-Seq	28068941
8	FAM86B1	skin	-1.12	1.38E-03	DOWN	RNA-Seq	28068941
6	FANCE	skin	-0.65	6.45E-04	DOWN	RNA-Seq	28068941
11	FAU	skin	-0.7	3.93E-05	DOWN	RNA-Seq	28068941
9	FBP1	skin	-1.23	1.18E-08	DOWN	RNA-Seq	28068941
10	FBXL15	skin	-0.96	1.20E-04	DOWN	RNA-Seq	28068941
1	FCGR3B	skin	-1.76	1.22E-07	DOWN	RNA-Seq	28068941
19	FCGRT	skin	-0.56	1.84E-03	DOWN	RNA-Seq	28068941
17	FDXR	skin	-0.99	9.38E-07	DOWN	RNA-Seq	28068941
15	FGF7	skin	0.65	9.99E-04	UP	RNA-Seq	28068941
13	FGF9	skin	0.66	3.78E-04	UP	RNA-Seq	28068941
4	FGFBP2	skin	-0.93	6.81E-06	DOWN	RNA-Seq	28068941
4	FGFR3	skin	-0.64	1.13E-03	DOWN	RNA-Seq	28068941
1	FGR	skin	-0.64	3.15E-04	DOWN	RNA-Seq	28068941
6	FILIP1	skin	0.69	2.74E-04	UP	RNA-Seq	28068941
7	FIS1	skin	-0.72	1.05E-04	DOWN	RNA-Seq	28068941
-	FLJ36031	skin	-0.65	2.08E-03	DOWN	RNA-Seq	28068941
1	FLJ37453	skin	-1.08	1.81E-05	DOWN	RNA-Seq	28068941
-	FLJ45244	skin	-0.87	2.00E-04	DOWN	RNA-Seq	28068941
11	FOLR1	skin	0.86	5.79E-04	UP	RNA-Seq	28068941
14	FOS	skin	-0.49	7.18E-04	DOWN	RNA-Seq	28068941
16	FOXF1	skin	1.35	7.69E-04	UP	RNA-Seq	28068941
6	FOXF2	skin	-0.87	1.21E-03	DOWN	RNA-Seq	28068941
8	FOXH1	skin	-1.17	2.87E-09	DOWN	RNA-Seq	28068941
19	FPR1	skin	-1.26	1.49E-09	DOWN	RNA-Seq	28068941
19	FPR1	skin	-1.26	1.49E-09	DOWN	RNA-Seq	28068941
19	FSTL3	skin	-0.7	1.16E-03	DOWN	RNA-Seq	28068941
1	G0S2	skin	-0.72	6.72E-04	DOWN	RNA-Seq	28068941
19	GADD45B	skin	-0.61	2.28E-03	DOWN	RNA-Seq	28068941
19	GADD45GIP1	skin	-1.03	5.70E-05	DOWN	RNA-Seq	28068941
11	GAL	skin	-0.94	5.25E-05	DOWN	RNA-Seq	28068941
16	GALNS	skin	-0.7	4.57E-04	DOWN	RNA-Seq	28068941
2	GALNT5	skin	0.77	9.63E-05	UP	RNA-Seq	28068941
3	GALNTL2	skin	-0.78	3.64E-06	DOWN	RNA-Seq	28068941
18	GALR1	skin	1.35	3.30E-04	UP	RNA-Seq	28068941
19	GAMT	skin	-1.02	3.88E-04	DOWN	RNA-Seq	28068941
22	GGT5	skin	-0.96	2.76E-06	DOWN	RNA-Seq	28068941
1	GLRX2	skin	-0.66	1.43E-03	DOWN	RNA-Seq	28068941
14	GLRX5	skin	-0.87	2.71E-06	DOWN	RNA-Seq	28068941
1	GLTPD1	skin	-1.02	3.57E-04	DOWN	RNA-Seq	28068941
19	GLTSCR2	skin	-0.57	1.74E-03	DOWN	RNA-Seq	28068941
11	GLYATL2	skin	0.94	4.54E-05	UP	RNA-Seq	28068941
7	GNG11	skin	-0.6	6.35E-04	DOWN	RNA-Seq	28068941
1	GNG5	skin	-0.92	7.01E-07	DOWN	RNA-Seq	28068941
4	GNRHR	skin	0.97	5.97E-06	UP	RNA-Seq	28068941
10	GOLGA7B	skin	-0.7	6.42E-04	DOWN	RNA-Seq	28068941
22	GP1BB	skin	-1.1	3.53E-05	DOWN	RNA-Seq	28068941
2	GPC1	skin	-0.72	2.70E-04	DOWN	RNA-Seq	28068941
7	GPC2	skin	-0.88	4.59E-05	DOWN	RNA-Seq	28068941
X	GPC3	skin	0.59	1.22E-03	UP	RNA-Seq	28068941
13	GPC6	skin	0.61	1.78E-03	UP	RNA-Seq	28068941
8	GPR172A	skin	-0.77	2.35E-04	DOWN	RNA-Seq	28068941
17	GPR172B	skin	-0.97	1.91E-05	DOWN	RNA-Seq	28068941
12	GPRC5A	skin	0.74	1.46E-04	UP	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
6	GPSM3	skin	-0.62	2.29E-03	DOWN	RNA-Seq	28068941
16	GPT2	skin	-0.86	5.57E-06	DOWN	RNA-Seq	28068941
3	GPX1	skin	-0.83	9.90E-06	DOWN	RNA-Seq	28068941
22	GRAMD4	skin	-0.66	2.03E-04	DOWN	RNA-Seq	28068941
22	GRAP2	skin	0.75	7.75E-04	UP	RNA-Seq	28068941
X	GRIA3	skin	0.51	1.48E-03	UP	RNA-Seq	28068941
11	GRIA4	skin	0.66	8.93E-04	UP	RNA-Seq	28068941
19	GRIN3B	skin	-0.88	1.90E-04	DOWN	RNA-Seq	28068941
19	GRWD1	skin	-0.84	1.01E-04	DOWN	RNA-Seq	28068941
1	GSTM1	skin	1.6	1.21E-12	UP	RNA-Seq	28068941
10	GSTO1	skin	-0.61	1.21E-03	DOWN	RNA-Seq	28068941
10	GSTO2	skin	-0.64	9.68E-04	DOWN	RNA-Seq	28068941
11	GSTP1	skin	-0.64	2.67E-04	DOWN	RNA-Seq	28068941
13	GUCY1B2	skin	-1.44	4.26E-06	DOWN	RNA-Seq	28068941
17	GUCY2D	skin	-1.65	5.00E-04	DOWN	RNA-Seq	28068941
1	GUK1	skin	-0.73	1.97E-04	DOWN	RNA-Seq	28068941
1	HAO2	skin	-0.76	1.34E-03	DOWN	RNA-Seq	28068941
1	HAX1	skin	-0.62	9.56E-04	DOWN	RNA-Seq	28068941
1	HAX1	skin	-0.62	9.56E-04	DOWN	RNA-Seq	28068941
16	HBA2	skin	-2.05	2.48E-13	DOWN	RNA-Seq	28068941
11	HBB	skin	-0.76	6.44E-05	DOWN	RNA-Seq	28068941
6	HCG26	skin	-0.6	1.77E-03	DOWN	RNA-Seq	28068941
3	HCLS1	skin	-0.66	3.94E-04	DOWN	RNA-Seq	28068941
5	HCN1	skin	1.23	3.43E-05	UP	RNA-Seq	28068941
17	HCRT	skin	2.62	2.29E-04	UP	RNA-Seq	28068941
15	HDDC3	skin	-0.81	6.99E-05	DOWN	RNA-Seq	28068941
1	HES5	skin	-1.14	6.79E-04	DOWN	RNA-Seq	28068941
3	HESX1	skin	-1.62	2.64E-05	DOWN	RNA-Seq	28068941
1	HFM1	skin	0.9	1.30E-03	UP	RNA-Seq	28068941
3	HGD	skin	-1.07	2.12E-04	DOWN	RNA-Seq	28068941
9	HINT2	skin	-0.76	4.34E-05	DOWN	RNA-Seq	28068941
6	HIST1H1D	skin	0.6	1.50E-03	UP	RNA-Seq	28068941
6	HIST1H3C	skin	1.17	1.61E-03	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
6	HLA-DQA2	skin	0.71	1.36E-05	UP	RNA-Seq	28068941
1	HMGCL	skin	-0.72	4.85E-04	DOWN	RNA-Seq	28068941
6	HMGN3	skin	-0.59	1.59E-03	DOWN	RNA-Seq	28068941
1	HORMAD1	skin	0.84	7.41E-05	UP	RNA-Seq	28068941
17	HOXB2	skin	-1.02	1.54E-05	DOWN	RNA-Seq	28068941
11	HRAS	skin	-0.95	1.45E-06	DOWN	RNA-Seq	28068941
16	HS3ST4	skin	0.96	3.21E-05	UP	RNA-Seq	28068941
16	HS3ST6	skin	-1.15	2.21E-05	DOWN	RNA-Seq	28068941
16	HSD17B2	skin	-0.81	1.43E-03	DOWN	RNA-Seq	28068941
6	HSD17B8	skin	-0.72	2.07E-04	DOWN	RNA-Seq	28068941
6	HSD17B8	skin	-0.72	2.07E-04	DOWN	RNA-Seq	28068941
6	HSD17B8	skin	-0.72	2.07E-04	DOWN	RNA-Seq	28068941
6	HSD17B8	skin	-0.72	2.07E-04	DOWN	RNA-Seq	28068941
6	HSD17B8	skin	-0.72	2.07E-04	DOWN	RNA-Seq	28068941
6	HSD17B8	skin	-0.72	2.07E-04	DOWN	RNA-Seq	28068941
11	HSPB2	skin	-1.06	4.44E-07	DOWN	RNA-Seq	28068941
16	HTA	skin	3.04	7.00E-04	UP	RNA-Seq	28068941
4	HTRA3	skin	-0.68	1.11E-03	DOWN	RNA-Seq	28068941
20	ID1	skin	-1.32	2.47E-11	DOWN	RNA-Seq	28068941
19	IER2	skin	-0.62	9.60E-04	DOWN	RNA-Seq	28068941
6	IER3	skin	-0.74	5.87E-05	DOWN	RNA-Seq	28068941
6	IER3	skin	-0.74	5.87E-05	DOWN	RNA-Seq	28068941
6	IER3	skin	-0.74	5.87E-05	DOWN	RNA-Seq	28068941
6	IER3	skin	-0.74	5.87E-05	DOWN	RNA-Seq	28068941
6	IER3	skin	-0.74	5.87E-05	DOWN	RNA-Seq	28068941
6	IER3	skin	-0.74	5.87E-05	DOWN	RNA-Seq	28068941
1	IER5	skin	-0.57	2.27E-03	DOWN	RNA-Seq	28068941
14	IFI27	skin	-0.61	1.69E-04	DOWN	RNA-Seq	28068941
19	IFI30	skin	-0.42	7.49E-04	DOWN	RNA-Seq	28068941
11	IFITM1	skin	-0.58	1.13E-03	DOWN	RNA-Seq	28068941
11	IFITM3	skin	-0.66	7.35E-05	DOWN	RNA-Seq	28068941
11	IGF2	skin	0.64	7.77E-04	UP	RNA-Seq	28068941
12	IGFBP6	skin	-0.67	4.86E-04	DOWN	RNA-Seq	28068941
19	IGFL2	skin	-0.71	3.51E-04	DOWN	RNA-Seq	28068941
22	IGLL5	skin	1.35	8.17E-07	UP	RNA-Seq	28068941
3	IGSF10	skin	0.73	3.23E-05	UP	RNA-Seq	28068941
2	IL1F10	skin	-0.86	4.26E-05	DOWN	RNA-Seq	28068941
5	IL31RA	skin	0.92	1.03E-03	UP	RNA-Seq	28068941
7	INHBA	skin	1.1	4.35E-08	UP	RNA-Seq	28068941
18	INO80C	skin	-0.72	1.87E-04	DOWN	RNA-Seq	28068941
11	INS-IGF2	skin	0.64	7.01E-04	UP	RNA-Seq	28068941
15	ISG20	skin	-0.99	1.86E-03	DOWN	RNA-Seq	28068941
16	ITGAX	skin	-0.6	1.30E-03	DOWN	RNA-Seq	28068941
20	ITPA	skin	-0.84	3.98E-06	DOWN	RNA-Seq	28068941
1	JMJD4	skin	-0.83	1.74E-04	DOWN	RNA-Seq	28068941
18	KC6	skin	1.41	1.66E-03	UP	RNA-Seq	28068941
12	KCNA1	skin	1.12	7.62E-08	UP	RNA-Seq	28068941
21	KCNE1	skin	1.04	7.56E-05	UP	RNA-Seq	28068941
21	KCNE1	skin	1.04	7.56E-05	UP	RNA-Seq	28068941
11	KCNK7	skin	-0.97	1.39E-06	DOWN	RNA-Seq	28068941
6	KCNQ5	skin	0.74	2.16E-03	UP	RNA-Seq	28068941
5	KCTD16	skin	0.87	6.35E-04	UP	RNA-Seq	28068941
10	KIAA1274	skin	-0.67	4.96E-04	DOWN	RNA-Seq	28068941
8	KIFC2	skin	-1.31	8.96E-12	DOWN	RNA-Seq	28068941
19	KLF2	skin	-1	4.63E-06	DOWN	RNA-Seq	28068941
3	KLHDC8B	skin	-0.69	7.03E-04	DOWN	RNA-Seq	28068941
X	KLHL4	skin	0.63	1.98E-03	UP	RNA-Seq	28068941
19	KLK11	skin	-0.61	4.19E-04	DOWN	RNA-Seq	28068941
19	KLK8	skin	-0.59	6.54E-04	DOWN	RNA-Seq	28068941
12	KLRC3	skin	1.99	1.07E-03	UP	RNA-Seq	28068941
17	KRT15	skin	-0.85	2.17E-06	DOWN	RNA-Seq	28068941
17	KRT17	skin	-0.9	2.89E-06	DOWN	RNA-Seq	28068941
17	KRT27	skin	-0.81	3.94E-04	DOWN	RNA-Seq	28068941
17	KRT31	skin	-0.74	1.46E-03	DOWN	RNA-Seq	28068941
12	KRT4	skin	-1.13	9.49E-06	DOWN	RNA-Seq	28068941
12	KRT71	skin	-0.79	8.41E-05	DOWN	RNA-Seq	28068941
12	KRT74	skin	-0.96	4.75E-05	DOWN	RNA-Seq	28068941
12	KRT79	skin	-1.13	7.56E-08	DOWN	RNA-Seq	28068941
12	KRT85	skin	-0.96	4.75E-04	DOWN	RNA-Seq	28068941
17	KRT9	skin	0.48	1.00E-03	UP	RNA-Seq	28068941
17	KRTAP1-5	skin	1.15	1.37E-03	UP	RNA-Seq	28068941
17	KRTAP4-1	skin	1.78	7.35E-05	UP	RNA-Seq	28068941
11	KRTAP5-10	skin	-1.4	7.63E-04	DOWN	RNA-Seq	28068941
1	KRTCAP2	skin	-0.67	2.35E-04	DOWN	RNA-Seq	28068941
2	KRTCAP3	skin	-0.72	8.34E-04	DOWN	RNA-Seq	28068941
19	KRTDAP	skin	-0.83	2.89E-06	DOWN	RNA-Seq	28068941
20	LBP	skin	-2.46	2.69E-04	DOWN	RNA-Seq	28068941
1	LCE1A	skin	-1.04	3.30E-08	DOWN	RNA-Seq	28068941
1	LCE1B	skin	-1.01	1.51E-08	DOWN	RNA-Seq	28068941
1	LCE1C	skin	-0.95	2.28E-07	DOWN	RNA-Seq	28068941
1	LCE1D	skin	-0.86	4.17E-05	DOWN	RNA-Seq	28068941
1	LCE1E	skin	-0.7	2.73E-04	DOWN	RNA-Seq	28068941
1	LCE1F	skin	-0.68	1.62E-04	DOWN	RNA-Seq	28068941
1	LCE2C	skin	-0.68	4.93E-04	DOWN	RNA-Seq	28068941
1	LCE2D	skin	-1.35	1.58E-12	DOWN	RNA-Seq	28068941
1	LCE3D	skin	-0.91	1.65E-05	DOWN	RNA-Seq	28068941
1	LCE5A	skin	-1.53	2.19E-16	DOWN	RNA-Seq	28068941
7	LEP	skin	-0.62	1.57E-03	DOWN	RNA-Seq	28068941
7	LFNG	skin	-0.74	9.19E-05	DOWN	RNA-Seq	28068941
22	LGALS1	skin	-0.85	7.01E-07	DOWN	RNA-Seq	28068941
11	LGALS12	skin	-0.92	1.32E-03	DOWN	RNA-Seq	28068941
19	LGALS7	skin	-1.65	4.44E-07	DOWN	RNA-Seq	28068941
19	LGALS7B	skin	-1.95	2.00E-09	DOWN	RNA-Seq	28068941
19	LILRA2	skin	-1.73	1.43E-06	DOWN	RNA-Seq	28068941
19	LILRA2	skin	-1.73	1.43E-06	DOWN	RNA-Seq	28068941
19	LILRA2	skin	-1.73	1.43E-06	DOWN	RNA-Seq	28068941
19	LIN7B	skin	-0.77	4.37E-04	DOWN	RNA-Seq	28068941
9	LINGO2	skin	1.04	1.43E-05	UP	RNA-Seq	28068941
3	LMOD3	skin	0.91	2.84E-04	UP	RNA-Seq	28068941
-	LOC100125556	skin	-0.78	2.10E-03	DOWN	RNA-Seq	28068941
-	LOC100128822	skin	-0.62	2.21E-03	DOWN	RNA-Seq	28068941
-	LOC100131801	skin	-0.82	1.68E-04	DOWN	RNA-Seq	28068941
-	LOC100233209	skin	0.9	1.42E-04	UP	RNA-Seq	28068941
-	LOC100271831	skin	-0.84	8.95E-05	DOWN	RNA-Seq	28068941
19	LOC100379224	skin	-0.61	1.86E-03	DOWN	RNA-Seq	28068941
2	LOC100499194	skin	0.9	1.21E-03	UP	RNA-Seq	28068941
-	LOC100507463	skin	-0.74	3.01E-05	DOWN	RNA-Seq	28068941
-	LOC121952	skin	0.76	1.27E-04	UP	RNA-Seq	28068941
-	LOC145820	skin	0.88	1.31E-04	UP	RNA-Seq	28068941
1	LOC148413	skin	-0.6	2.10E-03	DOWN	RNA-Seq	28068941
-	LOC152217	skin	-0.84	4.79E-06	DOWN	RNA-Seq	28068941
19	LOC284454	skin	-0.6	4.91E-04	DOWN	RNA-Seq	28068941
-	LOC388789	skin	-0.95	1.77E-07	DOWN	RNA-Seq	28068941
-	LOC402778	skin	-0.89	1.56E-04	DOWN	RNA-Seq	28068941
-	LOC440600	skin	1.14	1.45E-04	UP	RNA-Seq	28068941
7	LOC641746	skin	-1.94	2.66E-04	DOWN	RNA-Seq	28068941
-	LOC642587	skin	-0.96	6.85E-08	DOWN	RNA-Seq	28068941
-	LOC643008	skin	-0.73	4.04E-04	DOWN	RNA-Seq	28068941
-	LOC645638	skin	-1.08	9.28E-09	DOWN	RNA-Seq	28068941
-	LOC650368	skin	-1.15	6.08E-04	DOWN	RNA-Seq	28068941
17	LOC728392	skin	-0.79	1.32E-04	DOWN	RNA-Seq	28068941
1	LOC728989	skin	1.88	1.84E-03	UP	RNA-Seq	28068941
-	LOC731779	skin	1.65	3.07E-05	UP	RNA-Seq	28068941
4	LOC93622	skin	-0.67	1.14E-04	DOWN	RNA-Seq	28068941
1	LOR	skin	-0.8	2.40E-05	DOWN	RNA-Seq	28068941
11	LRRC10B	skin	-1.81	9.86E-04	DOWN	RNA-Seq	28068941
16	LRRC50	skin	1.24	1.95E-03	UP	RNA-Seq	28068941
3	LRTM1	skin	1.17	1.98E-03	UP	RNA-Seq	28068941
19	LSM4	skin	-0.61	1.30E-03	DOWN	RNA-Seq	28068941
21	LSS	skin	-0.66	1.85E-04	DOWN	RNA-Seq	28068941
14	LTB4R2	skin	-0.72	6.22E-04	DOWN	RNA-Seq	28068941
12	LUM	skin	0.57	6.57E-04	UP	RNA-Seq	28068941
8	LY6D	skin	-0.58	7.78E-04	DOWN	RNA-Seq	28068941
8	LY6K	skin	-0.83	1.73E-04	DOWN	RNA-Seq	28068941
8	LY6K	skin	-0.83	1.73E-04	DOWN	RNA-Seq	28068941
2	LYPD6B	skin	-0.72	6.77E-05	DOWN	RNA-Seq	28068941
10	LZTS2	skin	-0.67	2.08E-04	DOWN	RNA-Seq	28068941
3	MANF	skin	-0.73	1.20E-04	DOWN	RNA-Seq	28068941
3	MANF	skin	-0.73	1.20E-04	DOWN	RNA-Seq	28068941
20	MAP1LC3A	skin	-0.9	2.81E-04	DOWN	RNA-Seq	28068941
2	MARCO	skin	-1.1	1.25E-07	DOWN	RNA-Seq	28068941
14	MDP1	skin	-0.88	4.06E-06	DOWN	RNA-Seq	28068941
5	MED10	skin	-0.62	5.88E-04	DOWN	RNA-Seq	28068941
12	METTL7A	skin	-0.64	3.67E-04	DOWN	RNA-Seq	28068941
8	MFSD3	skin	-0.97	2.39E-04	DOWN	RNA-Seq	28068941
12	MFSD5	skin	-0.57	1.76E-03	DOWN	RNA-Seq	28068941
4	MFSD7	skin	-1	1.37E-03	DOWN	RNA-Seq	28068941
5	MGAT1	skin	-0.56	1.78E-03	DOWN	RNA-Seq	28068941
12	MGP	skin	-0.7	8.57E-05	DOWN	RNA-Seq	28068941
22	MIF	skin	-0.94	2.46E-06	DOWN	RNA-Seq	28068941
2	MIR1244-1	skin	-0.9	1.29E-06	DOWN	RNA-Seq	28068941
5	MIR1244-2	skin	-0.9	1.29E-06	DOWN	RNA-Seq	28068941
12	MIR1244-3	skin	-0.9	1.29E-06	DOWN	RNA-Seq	28068941
15	MIR1282	skin	-0.68	5.49E-04	DOWN	RNA-Seq	28068941
15	MIR147B	skin	-1.23	7.46E-06	DOWN	RNA-Seq	28068941
1	MIR205	skin	-0.71	2.06E-03	DOWN	RNA-Seq	28068941
7	MLXIPL	skin	-0.75	2.08E-03	DOWN	RNA-Seq	28068941
7	MLXIPL	skin	-0.75	2.08E-03	DOWN	RNA-Seq	28068941
8	MMP16	skin	0.63	1.73E-03	UP	RNA-Seq	28068941
11	MMP3	skin	-1.36	2.46E-04	DOWN	RNA-Seq	28068941
11	MMP3	skin	-1.36	2.46E-04	DOWN	RNA-Seq	28068941
11	MOGAT2	skin	-1.59	2.22E-06	DOWN	RNA-Seq	28068941
2	MPP4	skin	1.06	1.35E-03	UP	RNA-Seq	28068941
22	MPST	skin	-1.12	1.60E-07	DOWN	RNA-Seq	28068941
6	MRPL14	skin	-1.04	8.08E-09	DOWN	RNA-Seq	28068941
8	MRPL15	skin	-0.7	8.65E-05	DOWN	RNA-Seq	28068941
11	MRPL23	skin	-1.04	7.56E-05	DOWN	RNA-Seq	28068941
17	MRPL27	skin	-0.6	1.64E-03	DOWN	RNA-Seq	28068941
2	MRPL33	skin	-0.84	3.21E-06	DOWN	RNA-Seq	28068941
9	MRPL41	skin	-0.97	6.79E-06	DOWN	RNA-Seq	28068941
14	MRPL52	skin	-1.05	2.08E-08	DOWN	RNA-Seq	28068941
19	MRPL54	skin	-0.91	2.92E-05	DOWN	RNA-Seq	28068941
1	MRPL55	skin	-0.99	1.09E-05	DOWN	RNA-Seq	28068941
19	MRPS12	skin	-0.69	9.54E-04	DOWN	RNA-Seq	28068941
7	MRPS17	skin	-0.75	4.59E-04	DOWN	RNA-Seq	28068941
7	MRPS24	skin	-0.58	2.12E-03	DOWN	RNA-Seq	28068941
11	MS4A4A	skin	-0.59	9.70E-04	DOWN	RNA-Seq	28068941
10	MSMB	skin	-1	6.34E-06	DOWN	RNA-Seq	28068941
10	MSMB	skin	-1	6.34E-06	DOWN	RNA-Seq	28068941
1	MST1P2	skin	-0.78	2.03E-03	DOWN	RNA-Seq	28068941
16	MT1G	skin	-1.19	2.77E-06	DOWN	RNA-Seq	28068941
16	MT1L	skin	-1.9	2.54E-04	DOWN	RNA-Seq	28068941
16	MT1M	skin	-1.38	8.28E-04	DOWN	RNA-Seq	28068941
16	MT1X	skin	-1.12	1.95E-10	DOWN	RNA-Seq	28068941
16	MT2A	skin	-1.09	3.94E-08	DOWN	RNA-Seq	28068941
16	MT4	skin	-2.66	5.66E-08	DOWN	RNA-Seq	28068941
6	MTCH1	skin	-0.61	5.01E-04	DOWN	RNA-Seq	28068941
1	MUC1	skin	-0.87	8.26E-04	DOWN	RNA-Seq	28068941
19	MUC16	skin	0.89	1.15E-06	UP	RNA-Seq	28068941
3	MUSTN1	skin	-1.11	1.13E-06	DOWN	RNA-Seq	28068941
16	MVD	skin	-0.75	9.48E-04	DOWN	RNA-Seq	28068941
12	MVK	skin	-0.72	9.92E-04	DOWN	RNA-Seq	28068941
12	MVK	skin	-0.72	9.92E-04	DOWN	RNA-Seq	28068941
X	MXRA5	skin	0.66	6.66E-05	UP	RNA-Seq	28068941
2	MYEOV2	skin	-0.53	2.11E-03	DOWN	RNA-Seq	28068941
12	MYL6	skin	-0.71	5.34E-05	DOWN	RNA-Seq	28068941
5	MYOT	skin	0.91	3.77E-04	UP	RNA-Seq	28068941
5	MYOT	skin	0.91	3.77E-04	UP	RNA-Seq	28068941
2	MZT2B	skin	-0.87	6.93E-04	DOWN	RNA-Seq	28068941
X	NAA10	skin	-0.78	6.61E-05	DOWN	RNA-Seq	28068941
17	NAGLU	skin	-0.63	4.41E-04	DOWN	RNA-Seq	28068941
-	NAT6	skin	-0.69	1.87E-03	DOWN	RNA-Seq	28068941
-	NAT6	skin	-0.69	1.87E-03	DOWN	RNA-Seq	28068941
4	NCRNA00099	skin	0.93	2.06E-03	UP	RNA-Seq	28068941
2	NCRNA00116	skin	-0.94	1.47E-03	DOWN	RNA-Seq	28068941
15	NCRNA00277	skin	1.48	1.38E-04	UP	RNA-Seq	28068941
X	NDUFA1	skin	-0.64	2.87E-04	DOWN	RNA-Seq	28068941
19	NDUFA11	skin	-0.78	4.72E-05	DOWN	RNA-Seq	28068941
19	NDUFA13	skin	-0.72	1.41E-04	DOWN	RNA-Seq	28068941
5	NDUFA2	skin	-0.74	5.26E-05	DOWN	RNA-Seq	28068941
7	NDUFA4	skin	-0.7	6.68E-05	DOWN	RNA-Seq	28068941
19	NDUFA7	skin	-0.83	1.02E-05	DOWN	RNA-Seq	28068941
9	NDUFA8	skin	-0.63	7.11E-04	DOWN	RNA-Seq	28068941
16	NDUFAB1	skin	-0.58	1.02E-03	DOWN	RNA-Seq	28068941
14	NDUFB1	skin	-0.81	1.35E-05	DOWN	RNA-Seq	28068941
16	NDUFB10	skin	-0.63	2.57E-04	DOWN	RNA-Seq	28068941
X	NDUFB11	skin	-0.83	8.84E-06	DOWN	RNA-Seq	28068941
7	NDUFB2	skin	-0.68	9.46E-05	DOWN	RNA-Seq	28068941
4	NDUFC1	skin	-0.82	1.32E-06	DOWN	RNA-Seq	28068941
11	NDUFC2	skin	-0.58	1.18E-03	DOWN	RNA-Seq	28068941
1	NDUFS5	skin	-0.95	2.71E-07	DOWN	RNA-Seq	28068941
5	NDUFS6	skin	-0.89	1.22E-06	DOWN	RNA-Seq	28068941
19	NDUFS7	skin	-1.34	8.39E-06	DOWN	RNA-Seq	28068941
11	NDUFV1	skin	-0.57	1.48E-03	DOWN	RNA-Seq	28068941
14	NEDD8	skin	-0.66	2.28E-04	DOWN	RNA-Seq	28068941
8	NEIL2	skin	-0.6	1.65E-03	DOWN	RNA-Seq	28068941
18	NETO1	skin	0.76	1.42E-03	UP	RNA-Seq	28068941
6	NHEG1	skin	0.91	2.60E-04	UP	RNA-Seq	28068941
5	NHP2	skin	-0.64	1.37E-03	DOWN	RNA-Seq	28068941
22	NHP2L1	skin	-0.53	2.12E-03	DOWN	RNA-Seq	28068941
6	NKAIN2	skin	0.74	7.54E-04	UP	RNA-Seq	28068941
6	NKAPL	skin	0.8	9.11E-04	UP	RNA-Seq	28068941
15	NMB	skin	-0.59	2.22E-03	DOWN	RNA-Seq	28068941
17	NME1	skin	-0.83	8.15E-06	DOWN	RNA-Seq	28068941
17	NME1-NME2	skin	-0.71	6.77E-05	DOWN	RNA-Seq	28068941
17	NME2	skin	-0.71	6.77E-05	DOWN	RNA-Seq	28068941
16	NME3	skin	-0.86	1.00E-04	DOWN	RNA-Seq	28068941
5	NME5	skin	1.06	3.10E-04	UP	RNA-Seq	28068941
4	NMU	skin	-1.17	1.47E-10	DOWN	RNA-Seq	28068941
15	NOP10	skin	-1.04	9.37E-09	DOWN	RNA-Seq	28068941
19	NOSIP	skin	-1.25	1.42E-06	DOWN	RNA-Seq	28068941
20	NPEPL1	skin	-0.69	1.92E-04	DOWN	RNA-Seq	28068941
