type,DrugBank ID,DrugBank Name,Group,Gene Target
small molecule,DB12010,Fostamatinib,investigational,EPHA2
small molecule,DB12010,Fostamatinib,investigational,EPHA3
small molecule,DB12010,Fostamatinib,investigational,EPHA4
small molecule,DB12010,Fostamatinib,investigational,EPHA5
small molecule,DB12010,Fostamatinib,investigational,EPHA6
small molecule,DB12010,Fostamatinib,investigational,EPHA7
small molecule,DB12010,Fostamatinib,investigational,EPHA8
small molecule,DB12010,Fostamatinib,investigational,EPHB1
small molecule,DB12010,Fostamatinib,investigational,EPHB2
small molecule,DB12010,Fostamatinib,investigational,EPHB4
small molecule,DB12010,Fostamatinib,investigational,EPHB6
small molecule,DB12010,Fostamatinib,investigational,ERBB2
small molecule,DB12010,Fostamatinib,investigational,ERBB4
small molecule,DB12010,Fostamatinib,investigational,ERN1
small molecule,DB12010,Fostamatinib,investigational,FER
small molecule,DB12010,Fostamatinib,investigational,FES
small molecule,DB12010,Fostamatinib,investigational,FGFR1
small molecule,DB12010,Fostamatinib,investigational,FGFR2
small molecule,DB12010,Fostamatinib,investigational,FGFR3
small molecule,DB12010,Fostamatinib,investigational,FGR
small molecule,DB12010,Fostamatinib,investigational,FLT1
small molecule,DB12010,Fostamatinib,investigational,FLT3
small molecule,DB12010,Fostamatinib,investigational,FLT4
small molecule,DB12010,Fostamatinib,investigational,MTOR
small molecule,DB12010,Fostamatinib,investigational,FRK
small molecule,DB12010,Fostamatinib,investigational,FYN
small molecule,DB12010,Fostamatinib,investigational,GAK
small molecule,DB12010,Fostamatinib,investigational,GSK3A
small molecule,DB12010,Fostamatinib,investigational,GSK3B
small molecule,DB12010,Fostamatinib,investigational,HCK
small molecule,DB12010,Fostamatinib,investigational,HIPK2
small molecule,DB12010,Fostamatinib,investigational,HIPK3
small molecule,DB12010,Fostamatinib,investigational,ICK
small molecule,DB12010,Fostamatinib,investigational,IKBKB
small molecule,DB12010,Fostamatinib,investigational,IKBKE
small molecule,DB12010,Fostamatinib,investigational,INSR
small molecule,DB12010,Fostamatinib,investigational,INSRR
small molecule,DB12010,Fostamatinib,investigational,IRAK1
small molecule,DB12010,Fostamatinib,investigational,IRAK3
small molecule,DB12010,Fostamatinib,investigational,IRAK4
small molecule,DB12010,Fostamatinib,investigational,ITK
small molecule,DB12010,Fostamatinib,investigational,JAK2
small molecule,DB12010,Fostamatinib,investigational,JAK3
small molecule,DB12010,Fostamatinib,investigational,KDR
small molecule,DB12010,Fostamatinib,investigational,SIK3
small molecule,DB12010,Fostamatinib,investigational,KIT
small molecule,DB12010,Fostamatinib,investigational,LATS1
small molecule,DB12010,Fostamatinib,investigational,LCK
small molecule,DB12010,Fostamatinib,investigational,LIMK1
small molecule,DB12010,Fostamatinib,investigational,LIMK2
small molecule,DB12010,Fostamatinib,investigational,LRRK2
small molecule,DB12010,Fostamatinib,investigational,LTK
small molecule,DB12010,Fostamatinib,investigational,LYN
small molecule,DB12010,Fostamatinib,investigational,MAP2K2
small molecule,DB12010,Fostamatinib,investigational,MAP2K3
small molecule,DB12010,Fostamatinib,investigational,MAP2K5
small molecule,DB12010,Fostamatinib,investigational,MAP2K6
small molecule,DB12010,Fostamatinib,investigational,MAP3K1
small molecule,DB12010,Fostamatinib,investigational,MAP3K10
small molecule,DB12010,Fostamatinib,investigational,MAP3K11
small molecule,DB12010,Fostamatinib,investigational,MAP3K12
small molecule,DB12010,Fostamatinib,investigational,MAP3K13
small molecule,DB12010,Fostamatinib,investigational,MAP3K15
small molecule,DB12010,Fostamatinib,investigational,MAP3K2
small molecule,DB12010,Fostamatinib,investigational,MAP3K3
small molecule,DB12010,Fostamatinib,investigational,MAP3K4
small molecule,DB12010,Fostamatinib,investigational,MAP3K6
small molecule,DB12010,Fostamatinib,investigational,MAP3K9
small molecule,DB12010,Fostamatinib,investigational,MAP4K1
small molecule,DB12010,Fostamatinib,investigational,MAP4K2
small molecule,DB12010,Fostamatinib,investigational,MAP4K3
small molecule,DB12010,Fostamatinib,investigational,MAP4K4
small molecule,DB12010,Fostamatinib,investigational,MAP4K5
small molecule,DB12010,Fostamatinib,investigational,MAPK10
small molecule,DB12010,Fostamatinib,investigational,MAPK13
small molecule,DB12010,Fostamatinib,investigational,MAPK14
small molecule,DB12010,Fostamatinib,investigational,MAPK15
small molecule,DB12010,Fostamatinib,investigational,MAPK4
small molecule,DB12010,Fostamatinib,investigational,MAPK7
small molecule,DB12010,Fostamatinib,investigational,MAPK9
small molecule,DB12010,Fostamatinib,investigational,MAPKAPK5
small molecule,DB12010,Fostamatinib,investigational,MARK1
small molecule,DB12010,Fostamatinib,investigational,MARK2
small molecule,DB12010,Fostamatinib,investigational,MARK3
small molecule,DB12010,Fostamatinib,investigational,MARK4
small molecule,DB12010,Fostamatinib,investigational,CLASP1
small molecule,DB12010,Fostamatinib,investigational,MAST1
small molecule,DB12010,Fostamatinib,investigational,MATK
small molecule,DB12010,Fostamatinib,investigational,MELK
small molecule,DB12010,Fostamatinib,investigational,MERTK
small molecule,DB12010,Fostamatinib,investigational,MINK1
small molecule,DB12010,Fostamatinib,investigational,MKNK1
small molecule,DB12010,Fostamatinib,investigational,MKNK2
small molecule,DB12010,Fostamatinib,investigational,MST1R
small molecule,DB12010,Fostamatinib,investigational,MUSK
small molecule,DB12010,Fostamatinib,investigational,MYLK
small molecule,DB12010,Fostamatinib,investigational,MYLK2
small molecule,DB12010,Fostamatinib,investigational,MYLK3
small molecule,DB12010,Fostamatinib,investigational,MYLK4
small molecule,DB12010,Fostamatinib,investigational,MYO3A
small molecule,DB12010,Fostamatinib,investigational,NEK1
small molecule,DB12010,Fostamatinib,investigational,NEK11
small molecule,DB12010,Fostamatinib,investigational,NEK2
small molecule,DB12010,Fostamatinib,investigational,NEK3
small molecule,DB12010,Fostamatinib,investigational,NEK4
small molecule,DB12010,Fostamatinib,investigational,NEK5
small molecule,DB12010,Fostamatinib,investigational,NEK9
small molecule,DB12010,Fostamatinib,investigational,NTRK1
small molecule,DB12010,Fostamatinib,investigational,NTRK2
small molecule,DB12010,Fostamatinib,investigational,NTRK3
small molecule,DB12010,Fostamatinib,investigational,NUAK1
small molecule,DB12010,Fostamatinib,investigational,NUAK2
small molecule,DB12010,Fostamatinib,investigational,OXSR1
small molecule,DB12010,Fostamatinib,investigational,PAK1
small molecule,DB12010,Fostamatinib,investigational,PAK2
small molecule,DB12010,Fostamatinib,investigational,PAK3
small molecule,DB12010,Fostamatinib,investigational,PAK4
small molecule,DB12010,Fostamatinib,investigational,PAK6
small molecule,DB12010,Fostamatinib,investigational,PAK5
small molecule,DB12010,Fostamatinib,investigational,CDK16
small molecule,DB12010,Fostamatinib,investigational,CDK17
small molecule,DB12010,Fostamatinib,investigational,PDGFRA
small molecule,DB12010,Fostamatinib,investigational,PDGFRB
small molecule,DB12010,Fostamatinib,investigational,PDPK1
small molecule,DB12010,Fostamatinib,investigational,CDK15
small molecule,DB12010,Fostamatinib,investigational,PHKG1
small molecule,DB12010,Fostamatinib,investigational,PI4KB
small molecule,DB12010,Fostamatinib,investigational,PIK3C2B
small molecule,DB12010,Fostamatinib,investigational,PIK3C2G
small molecule,DB12010,Fostamatinib,investigational,PIK3CD
small molecule,DB12010,Fostamatinib,investigational,PIK3CG
small molecule,DB12010,Fostamatinib,investigational,PIM1
small molecule,DB12010,Fostamatinib,investigational,PIM3
small molecule,DB12010,Fostamatinib,investigational,PIP4K2B
small molecule,DB12010,Fostamatinib,investigational,PIP4K2C
small molecule,DB12010,Fostamatinib,investigational,PKMYT1
small molecule,DB12010,Fostamatinib,investigational,PKN1
small molecule,DB12010,Fostamatinib,investigational,PKN2
small molecule,DB12010,Fostamatinib,investigational,PLK1
small molecule,DB12010,Fostamatinib,investigational,PLK2
small molecule,DB12010,Fostamatinib,investigational,PLK3
small molecule,DB12010,Fostamatinib,investigational,PLK4
small molecule,DB12010,Fostamatinib,investigational,PRKAA1
small molecule,DB12010,Fostamatinib,investigational,PRKAA1
small molecule,DB12010,Fostamatinib,investigational,PRKAA2
small molecule,DB12010,Fostamatinib,investigational,PRKAB1
small molecule,DB12010,Fostamatinib,investigational,PRKAB2
small molecule,DB12010,Fostamatinib,investigational,PRKAG1
small molecule,DB12010,Fostamatinib,investigational,PRKAG2
small molecule,DB12010,Fostamatinib,investigational,PRKAG3
small molecule,DB12010,Fostamatinib,investigational,PRKACB
small molecule,DB12010,Fostamatinib,investigational,PRKCD
small molecule,DB12010,Fostamatinib,investigational,PRKCE
small molecule,DB12010,Fostamatinib,investigational,PRKCG
small molecule,DB12010,Fostamatinib,investigational,PRKCI
small molecule,DB12010,Fostamatinib,investigational,PRKCQ
small molecule,DB12010,Fostamatinib,investigational,PRKD1
small molecule,DB12010,Fostamatinib,investigational,PRKG2
small molecule,DB12010,Fostamatinib,investigational,PRPF4B
small molecule,DB12010,Fostamatinib,investigational,PTK2
small molecule,DB12010,Fostamatinib,investigational,PTK2B
small molecule,DB12010,Fostamatinib,investigational,PTK6
small molecule,DB12010,Fostamatinib,investigational,RAF1
small molecule,DB12010,Fostamatinib,investigational,RET
small molecule,DB12010,Fostamatinib,investigational,RIOK1
small molecule,DB12010,Fostamatinib,investigational,RIOK2
small molecule,DB12010,Fostamatinib,investigational,RIOK3
small molecule,DB12010,Fostamatinib,investigational,RIPK1
small molecule,DB12010,Fostamatinib,investigational,RIPK2
small molecule,DB12010,Fostamatinib,investigational,RIPK4
small molecule,DB12010,Fostamatinib,investigational,ROCK2
small molecule,DB12010,Fostamatinib,investigational,ROS1
small molecule,DB12010,Fostamatinib,investigational,RPS6KA1
small molecule,DB12010,Fostamatinib,investigational,RPS6KA3
small molecule,DB12010,Fostamatinib,investigational,SBK1
small molecule,DB12010,Fostamatinib,investigational,SBK3
small molecule,DB12010,Fostamatinib,investigational,SGK3
small molecule,DB12010,Fostamatinib,investigational,SIK1
small molecule,DB12010,Fostamatinib,investigational,SIK2
small molecule,DB12010,Fostamatinib,investigational,SLK
small molecule,DB12010,Fostamatinib,investigational,SNRK
small molecule,DB12010,Fostamatinib,investigational,SRC
small molecule,DB12010,Fostamatinib,investigational,SRMS
small molecule,DB12010,Fostamatinib,investigational,STK10
small molecule,DB12010,Fostamatinib,investigational,STK16
small molecule,DB12010,Fostamatinib,investigational,STK17A
small molecule,DB12010,Fostamatinib,investigational,STK17B
small molecule,DB12010,Fostamatinib,investigational,STK32A
small molecule,DB12015,Alpelisib,investigational,PIK3CA
small molecule,DB12016,Ponesimod,investigational,S1PR1
biotech,DB12018,Ulocuplumab,investigational,CXCR4
biotech,DB12023,Benralizumab,investigational,IL5RA
biotech,DB12023,Benralizumab,investigational,FCGR3A
biotech,DB12034,Gantenerumab,investigational,APP
small molecule,DB12061,Pardoprunox,investigational,DRD2
small molecule,DB12061,Pardoprunox,investigational,DRD3
small molecule,DB12061,Pardoprunox,investigational,DRD4
small molecule,DB12061,Pardoprunox,investigational,HTR1A
small molecule,DB12062,Volasertib,investigational,PLK1
biotech,DB12077,Urelumab,investigational,TNFRSF9
small molecule,DB12093,Tetrahydropalmatine,investigational,DRD1
small molecule,DB12093,Tetrahydropalmatine,investigational,DRD2
small molecule,DB12095,Telotristat ethyl,investigational,TPH2
small molecule,DB12095,Telotristat ethyl,investigational,TPH1
small molecule,DB12098,L-Baclofen,investigational,GABBR1
small molecule,DB12110,m-Chlorophenylpiperazine,investigational,HTR2C
small molecule,DB12114,Poziotinib,investigational,EGFR
small molecule,DB12116,Epigallocatechin gallate,investigational,AHR
small molecule,DB12116,Epigallocatechin gallate,investigational,DNMT1
small molecule,DB12116,Epigallocatechin gallate,investigational,DHFRL1
biotech,DB12118,Sotatercept,investigational,ACVR2A
biotech,DB12119,Gevokizumab,investigational,IL1B
small molecule,DB12121,Entospletinib,investigational,SYK
small molecule,DB12128,Ulimorelin,investigational,GHSR
small molecule,DB12130,Lorlatinib,investigational,ALK
small molecule,DB12140,Dilmapimod,investigational,TNF
small molecule,DB12140,Dilmapimod,investigational,IL1B
small molecule,DB12140,Dilmapimod,investigational,IL6
small molecule,DB12141,Gilteritinib,investigational,FLT3
small molecule,DB12141,Gilteritinib,investigational,AXL
small molecule,DB12141,Gilteritinib,investigational,ALK
small molecule,DB12141,Gilteritinib,investigational,HTR1A
small molecule,DB12141,Gilteritinib,investigational,HTR1B
small molecule,DB12141,Gilteritinib,investigational,HTR1D
small molecule,DB12141,Gilteritinib,investigational,HTR1E
small molecule,DB12141,Gilteritinib,investigational,HTR1F
small molecule,DB12141,Gilteritinib,investigational,HTR2A
small molecule,DB12141,Gilteritinib,investigational,HTR2B
small molecule,DB12141,Gilteritinib,investigational,HTR2C
small molecule,DB12141,Gilteritinib,investigational,HTR3A
small molecule,DB12141,Gilteritinib,investigational,HTR3B
small molecule,DB12141,Gilteritinib,investigational,HTR3C
small molecule,DB12141,Gilteritinib,investigational,HTR3D
small molecule,DB12141,Gilteritinib,investigational,HTR3E
small molecule,DB12141,Gilteritinib,investigational,HTR4
small molecule,DB12141,Gilteritinib,investigational,HTR6
small molecule,DB12141,Gilteritinib,investigational,HTR7
small molecule,DB12147,Erdafitinib,investigational,FGFR1
small molecule,DB12147,Erdafitinib,investigational,FGFR2
small molecule,DB12147,Erdafitinib,investigational,FGFR3
small molecule,DB12147,Erdafitinib,investigational,FGFR4
small molecule,DB12147,Erdafitinib,investigational,RET
small molecule,DB12147,Erdafitinib,investigational,CSF1R
small molecule,DB12147,Erdafitinib,investigational,PDGFRA
small molecule,DB12147,Erdafitinib,investigational,PDGFRB
small molecule,DB12147,Erdafitinib,investigational,KIT
small molecule,DB12147,Erdafitinib,investigational,KDR
biotech,DB12157,Fasinumab,investigational,NGF
biotech,DB12159,Dupilumab,investigational,IL4R
biotech,DB12159,Dupilumab,investigational,IL13
biotech,DB12159,Dupilumab,investigational,IL4
small molecule,DB12161,Deutetrabenazine,investigational,SLC18A2
small molecule,DB12163,Sarpogrelate,investigational,HTR2C
small molecule,DB12163,Sarpogrelate,investigational,HTR2A
biotech,DB12169,Tralokinumab,investigational,IL13
small molecule,DB12177,Eplivanserin,investigational,HTR2A
small molecule,DB12177,Eplivanserin,investigational,HTR2C
biotech,DB12189,Etrolizumab,investigational,ITGB7
small molecule,DB12191,Obatoclax,investigational,BCL2
small molecule,DB12200,Tivantinib,investigational,MET
biotech,DB12202,Zalutumumab,investigational,EGFR
small molecule,DB12228,Telcagepant,investigational,CALCRL
small molecule,DB12228,Telcagepant,investigational,CALCA
small molecule,DB12228,Telcagepant,investigational,CALCB
small molecule,DB12235,Estetrol,investigational,ESR1
small molecule,DB12235,Estetrol,investigational,ESR2
small molecule,DB12239,Balicatib,investigational,CTSK
biotech,DB12240,Polatuzumab vedotin,investigational,CD79B
small molecule,DB12248,Tulobuterol,investigational,ADRB2
biotech,DB12250,Cixutumumab,investigational,IGF1R
small molecule,DB12255,Vadadustat,investigational,EGLN1
small molecule,DB12255,Vadadustat,investigational,EGLN2
small molecule,DB12255,Vadadustat,investigational,EGLN3
small molecule,DB12255,Vadadustat,investigational,HIF1A
small molecule,DB12255,Vadadustat,investigational,EPAS1
small molecule,DB12267,Brigatinib,investigational,ALK
small molecule,DB12267,Brigatinib,investigational,EGFR
small molecule,DB12267,Brigatinib,investigational,ABL1
small molecule,DB12267,Brigatinib,investigational,IGF1R
small molecule,DB12267,Brigatinib,investigational,FLT3
small molecule,DB12267,Brigatinib,investigational,INSR
small molecule,DB12267,Brigatinib,investigational,MET
small molecule,DB12267,Brigatinib,investigational,ERBB4
small molecule,DB12267,Brigatinib,investigational,ERBB2
small molecule,DB12271,ORE-1001,investigational,CPN1
small molecule,DB12271,ORE-1001,investigational,CPN2
biotech,DB12274,Aducanumab,investigational,APP
small molecule,DB12278,Propiverine,investigational,CHRM1
small molecule,DB12278,Propiverine,investigational,CHRM2
small molecule,DB12278,Propiverine,investigational,CHRM3
small molecule,DB12278,Propiverine,investigational,CHRM5
small molecule,DB12278,Propiverine,investigational,CACNA1C
small molecule,DB12278,Propiverine,investigational,ADRA1A
small molecule,DB12278,Propiverine,investigational,CHRM4
small molecule,DB12284,LY-2608204,investigational,CHEK1
small molecule,DB12285,Verubecestat,investigational,BACE1
small molecule,DB12305,Dasotraline,investigational,SLC6A3
small molecule,DB12305,Dasotraline,investigational,SLC6A4
small molecule,DB12305,Dasotraline,investigational,SLC6A2
small molecule,DB12307,Foretinib,investigational,HGF
small molecule,DB12307,Foretinib,investigational,KDR
biotech,DB12317,Vanucizumab,investigational,ANGPT2
biotech,DB12317,Vanucizumab,investigational,VEGFA
small molecule,DB12323,Radotinib,investigational,ABL1
small molecule,DB12328,Cantharidin,investigational,AHR
small molecule,DB12332,Rucaparib,investigational,PARP1
small molecule,DB12332,Rucaparib,investigational,PARP2
small molecule,DB12332,Rucaparib,investigational,PARP3
small molecule,DB12334,Milataxel,investigational,TUBB1
small molecule,DB12334,Milataxel,investigational,TUBB
small molecule,DB12339,Radezolid,investigational,RRBP1
small molecule,DB12339,Radezolid,investigational,NIP7
small molecule,DB12340,Navitoclax,investigational,BCL2
small molecule,DB12340,Navitoclax,investigational,BCL2L2
small molecule,DB12340,Navitoclax,investigational,BAD
small molecule,DB12364,Betrixaban,investigational,F10
small molecule,DB12371,Siponimod,investigational,S1PR5
small molecule,DB12371,Siponimod,investigational,S1PR1
small molecule,DB12379,Indirubin,investigational,CYP1A1
small molecule,DB12379,Indirubin,investigational,AHR
small molecule,DB12404,Remimazolam,investigational,GABRA1
small molecule,DB12404,Remimazolam,investigational,GABRA2
small molecule,DB12404,Remimazolam,investigational,GABRA3
small molecule,DB12404,Remimazolam,investigational,GABRA4
small molecule,DB12404,Remimazolam,investigational,GABRA5
small molecule,DB12404,Remimazolam,investigational,GABRA6
small molecule,DB12404,Remimazolam,investigational,GABRB1
small molecule,DB12404,Remimazolam,investigational,GABRB2
small molecule,DB12404,Remimazolam,investigational,GABRB3
small molecule,DB12404,Remimazolam,investigational,GABRD
small molecule,DB12404,Remimazolam,investigational,GABRE
small molecule,DB12404,Remimazolam,investigational,GABRG1
small molecule,DB12404,Remimazolam,investigational,GABRG2
small molecule,DB12404,Remimazolam,investigational,GABRG3
small molecule,DB12404,Remimazolam,investigational,GABRP
small molecule,DB12404,Remimazolam,investigational,GABRQ
small molecule,DB12404,Remimazolam,investigational,GABRA1
small molecule,DB12404,Remimazolam,investigational,GABRA2
small molecule,DB12404,Remimazolam,investigational,GABRA3
small molecule,DB12404,Remimazolam,investigational,GABRA5
small molecule,DB12404,Remimazolam,investigational,GABRG1
small molecule,DB12404,Remimazolam,investigational,GABRG2
small molecule,DB12404,Remimazolam,investigational,GABRG3
small molecule,DB12418,Saccharin,investigational,CA3
small molecule,DB12436,Vofopitant,investigational,TACR1
small molecule,DB12442,Alvespimycin,investigational,HSP90AA1
small molecule,DB12445,Nitroaspirin,investigational,PTGS1
small molecule,DB12450,Propyl Gallate,investigational,ESR1
small molecule,DB12457,Rimegepant,investigational,CALCRL
small molecule,DB12458,Muscimol,investigational,GABRA1
small molecule,DB12458,Muscimol,investigational,GABRB3
small molecule,DB12458,Muscimol,investigational,GABRG2
small molecule,DB12465,Ketanserin,investigational,HTR2A
small molecule,DB12478,Piribedil,investigational,DRD2
small molecule,DB12478,Piribedil,investigational,DRD3
small molecule,DB12483,Copanlisib,investigational,PIK3CA
small molecule,DB12483,Copanlisib,investigational,PIK3CD
biotech,DB12489,Mirvetuximab soravtansine,investigational,FOLR1
biotech,DB12498,Mogamulizumab,investigational,CCR4
small molecule,DB12499,Clascoterone,investigational,AR
small molecule,DB12500,Fedratinib,investigational,JAK2
small molecule,DB12500,Fedratinib,investigational,FLT3
small molecule,DB12500,Fedratinib,investigational,JAK1
small molecule,DB12518,Raclopride,investigational,DRD2
biotech,DB12520,Plozalizumab,investigational,CCR2
biotech,DB12530,Inebilizumab,investigational,CD19
small molecule,DB12532,Oxetacaine,investigational,GAST
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA1
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA2
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA3
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA4
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA5
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA6
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRB1
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRB2
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRB3
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRD
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRE
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRG1
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRG2
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRG3
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRP
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRQ
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA1
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA2
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA3
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRA5
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRG1
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRG2
small molecule,DB12537,"1,2-Benzodiazepine",investigational,GABRG3
small molecule,DB12540,Lecozotan,investigational,HTR1A
small molecule,DB12540,Lecozotan,investigational,HTR1B
small molecule,DB12540,Lecozotan,investigational,HTR1D
small molecule,DB12540,Lecozotan,investigational,HTR1E
small molecule,DB12540,Lecozotan,investigational,HTR1F
small molecule,DB12540,Lecozotan,investigational,HTR1A
small molecule,DB12543,Samidorphan,investigational,OPRM1
small molecule,DB12543,Samidorphan,investigational,OPRK1
small molecule,DB12543,Samidorphan,investigational,OPRD1
small molecule,DB12548,Sparsentan,investigational,AGT
small molecule,DB12548,Sparsentan,investigational,EDNRA
small molecule,DB12555,Nelotanserin,investigational,HTR2A
small molecule,DB12556,MK-5108,investigational,AURKA
small molecule,DB12565,Abexinostat,investigational,HDAC1
small molecule,DB12565,Abexinostat,investigational,HDAC1
small molecule,DB12565,Abexinostat,investigational,HDAC10
small molecule,DB12565,Abexinostat,investigational,HDAC11
small molecule,DB12565,Abexinostat,investigational,HDAC2
small molecule,DB12565,Abexinostat,investigational,HDAC3
small molecule,DB12565,Abexinostat,investigational,HDAC4
small molecule,DB12565,Abexinostat,investigational,HDAC5
small molecule,DB12565,Abexinostat,investigational,HDAC6
small molecule,DB12565,Abexinostat,investigational,HDAC7
small molecule,DB12565,Abexinostat,investigational,HDAC8
small molecule,DB12565,Abexinostat,investigational,HDAC9
small molecule,DB12569,Tonapofylline,investigational,ADORA1
small molecule,DB12579,JNJ-37822681,investigational,DRD2
small molecule,DB12582,Piperine,investigational,NR1I2
biotech,DB12589,Dacetuzumab,investigational,CD40
small molecule,DB12597,Asciminib,investigational,ABL1
small molecule,DB12598,Nafamostat,investigational,F2
small molecule,DB12598,Nafamostat,investigational,F10
small molecule,DB12598,Nafamostat,investigational,F12
small molecule,DB12598,Nafamostat,investigational,PRSS1
small molecule,DB12598,Nafamostat,investigational,KLK1
small molecule,DB12598,Nafamostat,investigational,ICAM1
small molecule,DB12610,Ebselen,investigational,EPHX2
small molecule,DB12611,PF-477736,investigational,CHEK1
small molecule,DB12612,Ozanimod,investigational,S1PR1
small molecule,DB12612,Ozanimod,investigational,S1PR5
small molecule,DB12622,Lupeol,investigational,ELANE
small molecule,DB12637,Onapristone,investigational,NR3C1
small molecule,DB12637,Onapristone,investigational,ADGRD1
small molecule,DB12645,Givinostat,investigational,HDAC1
small molecule,DB12645,Givinostat,investigational,HDAC10
small molecule,DB12645,Givinostat,investigational,HDAC11
small molecule,DB12645,Givinostat,investigational,HDAC2
small molecule,DB12645,Givinostat,investigational,HDAC3
small molecule,DB12645,Givinostat,investigational,HDAC4
small molecule,DB12645,Givinostat,investigational,HDAC5
small molecule,DB12645,Givinostat,investigational,HDAC6
small molecule,DB12645,Givinostat,investigational,HDAC7
small molecule,DB12645,Givinostat,investigational,HDAC8
small molecule,DB12645,Givinostat,investigational,HDAC9
small molecule,DB12651,Bardoxolone,investigational,CASP8
small molecule,DB12662,Naveglitazar,investigational,PPARG
small molecule,DB12668,Metenkefalin,investigational,OPRD1
small molecule,DB12668,Metenkefalin,investigational,OPRM1
small molecule,DB12670,Rolofylline,investigational,ADORA1
biotech,DB12688,Moxetumomab pasudotox,investigational,CD22
biotech,DB12688,Moxetumomab pasudotox,investigational,EEF2
small molecule,DB12693,Ritanserin,investigational,HTR2A
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,ACTA2
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,ACTB
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,ATP5B
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,ATP5I
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,ATP5L
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,CYB5B
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,DIABLO
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,FBXO41
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,HNRNPF
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,HNRNPK
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,HSPA4
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,HSPB1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,HSPE1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,HSPH1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,MT-ND1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,NUDC
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,PAPPA
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,PSMA3
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,PSMC3
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,RANBP1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,S100A10
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,SF3A3
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,SMARCE1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,SUCLG2
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TPD52L2
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TPM1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TPM3
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TPM4
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBA1A
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBA3C
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBA4A
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBB1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBB2A
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBB3
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TUBB4B
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,TXN
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,UCHL1
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,USP14
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,VCP
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,VIM
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,YWHAB
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,YWHAE
small molecule,DB12695,Phenethyl Isothiocyanate,investigational,YWHAH
